disasterNumber,region,stateNumberCode,state,countyCode,county,city,zip,projectIdentifier,propertyAction,structureType,typeOfResidency,actualAmountPaid,programFy,dateInitiallyApproved,dateApproved,dateClosed,status,programArea,title,type,numberOfProperties,numberOfRecords,damageCategory,granteeTribalIndicator,subgranteeTribalIndicator,id
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,8285,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687fc5
1292,4,37,North Carolina,107,Lenoir,KINSTON,28502,DR-1292-0050-R,Acquisition/Demolition,Manufactured Home,Not Applicable,5736,1999,2000-09-05T04:00:00.000Z,2005-07-26T04:00:00.000Z,2005-08-12T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339febc61c8f0884687c14
1292,4,37,North Carolina,107,Lenoir,KINSTON,28502,DR-1292-0050-R,Acquisition/Relocation,Single Family,Not Applicable,23500,1999,2000-09-05T04:00:00.000Z,2005-07-26T04:00:00.000Z,2005-08-12T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687fe7
1292,4,37,North Carolina,191,Wayne,GOLDSBORO,27530,DR-1292-0009-R,Acquisition/Demolition,Single Family,Not Applicable,66000,1999,2000-02-29T05:00:00.000Z,2004-07-29T04:00:00.000Z,2004-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688026
1292,4,37,North Carolina,107,Lenoir,KINSTON,28502,DR-1292-0050-R,Acquisition/Demolition,Manufactured Home,Not Applicable,2000,1999,2000-09-05T04:00:00.000Z,2005-07-26T04:00:00.000Z,2005-08-12T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339febc61c8f0884687c32
1292,4,37,North Carolina,107,Lenoir,KINSTON,2850,DR-1292-0050-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,4500,1999,2000-09-05T04:00:00.000Z,2005-07-26T04:00:00.000Z,2005-08-12T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339febc61c8f088468801d
1292,4,37,North Carolina,65,Edgecombe,ROCKY MOUNT,27801,DR-1292-0031-R,Acquisition/Demolition,Single Family,Not Applicable,78000,1999,2000-09-01T04:00:00.000Z,2007-01-29T05:00:00.000Z,2007-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687c45
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27803,DR-1292-0022-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,49111,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687c57
1292,4,37,North Carolina,191,Wayne,GOLDSBORO,27530,DR-1292-0009-R,Acquisition/Demolition,Single Family,Not Applicable,65000,1999,2000-02-29T05:00:00.000Z,2004-07-29T04:00:00.000Z,2004-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468805e
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27803,DR-1292-0022-R,Acquisition/Demolition,Single Family,Not Applicable,47611,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,3,,50 - 99%,No,No,61339febc61c8f0884687ca2
1292,4,37,North Carolina,107,Lenoir,KINSTON,28502,DR-1292-0050-R,Acquisition/Demolition,Manufactured Home,Not Applicable,13560,1999,2000-09-05T04:00:00.000Z,2005-07-26T04:00:00.000Z,2005-08-12T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,23,,50 - 99%,No,No,61339febc61c8f0884687c7b
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27803,DR-1292-0022-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,46497,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846880e2
1292,4,37,North Carolina,129,New Hanover,CAROLINA BEACH,28428,DR-1292-0020-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,140000,1999,2000-06-29T04:00:00.000Z,2004-06-23T04:00:00.000Z,2004-06-11T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687ced
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27802,DR-1292-0022-R,Acquisition/Demolition,Single Family,Not Applicable,81708,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,3,,50 - 99%,No,No,61339febc61c8f0884687ce4
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27802,DR-1292-0022-R,Acquisition/Demolition,Single Family,Not Applicable,65877,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687ce5
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,163000,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339febc61c8f08846880e9
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,77000,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688376
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Single Family,Rental,76700,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468811c
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Other (Specify in Comments),Not Applicable,255000,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846883ac
1292,4,37,North Carolina,147,Pitt,WASHINGTON,27899,DR-1292-0019-R,Acquisition/Demolition,Manufactured Home,Not Applicable,7302,1999,2000-06-14T04:00:00.000Z,2011-07-27T04:00:00.000Z,2005-04-25T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688403
1292,4,37,North Carolina,83,Halifax,ROANOKE RAPIDS,27870,DR-1292-0030-R,Acquisition/Demolition,Single Family,Not Applicable,21000,1999,2000-09-01T04:00:00.000Z,2004-09-02T04:00:00.000Z,2004-08-24T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339febc61c8f0884688312
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,25000,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468813a
1292,4,37,North Carolina,191,Wayne,GOLDSBORO,27530,DR-1292-0009-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,78000,1999,2000-02-29T05:00:00.000Z,2004-07-29T04:00:00.000Z,2004-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339febc61c8f08846881bc
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,3105,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,100%,No,No,61339febc61c8f0884688225
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT ,27801,DR-1292-0022-R,Acquisition/Demolition,Single Family,Not Applicable,898690,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687e24
1292,4,37,North Carolina,61,Duplin,WALLACE,28466,DR-1292-0056-R,Acquisition/Demolition,Single Family,Rental,64000,1999,2001-06-28T04:00:00.000Z,2004-09-08T04:00:00.000Z,2004-11-12T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468872d
1292,4,37,North Carolina,147,Pitt,WASHINGTON,27889,DR-1292-0019-R,Acquisition/Demolition,Manufactured Home,Not Applicable,9000,1999,2000-06-14T04:00:00.000Z,2011-07-27T04:00:00.000Z,2005-04-25T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688219
1292,4,37,North Carolina,147,Pitt,GREENVILLE,28513,DR-1292-0019-R,Acquisition/Demolition,Single Family,Not Applicable,125000,1999,2000-06-14T04:00:00.000Z,2011-07-27T04:00:00.000Z,2005-04-25T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468824e
1292,4,37,North Carolina,191,Wayne,GOLDSBORO,28578,DR-1292-0009-R,Acquisition/Relocation,Other (Specify in Comments),Not Applicable,13350,1999,2000-02-29T05:00:00.000Z,2004-07-29T04:00:00.000Z,2004-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687e46
1292,4,37,North Carolina,147,Pitt,GREENVILLE,27834,DR-1292-0040-R,Acquisition/Demolition,Manufactured Home,Not Applicable,7770,1999,2000-09-05T04:00:00.000Z,2007-01-26T05:00:00.000Z,2007-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846887af
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27803,DR-1292-0022-R,Acquisition/Demolition,Single Family,Not Applicable,63331,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687e39
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27803,DR-1292-0022-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,47261,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687e65
1292,4,37,North Carolina,147,Pitt,GREENVILLE,27834,DR-1292-0019-R,,Manufactured Home,Owner Occupied - Principal Residence,38198,1999,2000-06-14T04:00:00.000Z,2011-07-27T04:00:00.000Z,2005-04-25T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846887f5
1292,4,37,North Carolina,107,Lenoir,KINSTON,28501,DR-1292-0053-R,Acquisition/Demolition,Single Family,Not Applicable,28562,1999,2001-06-28T04:00:00.000Z,2004-12-16T05:00:00.000Z,2004-12-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846887e0
1292,4,37,North Carolina,141,Pender,BURGAW,28425,DR-1292-0057-R,,Manufactured Home,Rental,42500,1999,2001-06-28T04:00:00.000Z,2004-12-16T05:00:00.000Z,2004-12-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846888e0
1292,4,37,North Carolina,65,Edgecombe,TARBORO,27886,DR-1292-0005-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,28000,1999,2000-01-19T05:00:00.000Z,2005-02-15T05:00:00.000Z,2005-02-15T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846884f7
1292,4,37,North Carolina,147,Pitt,GREENVILLE,27834,DR-1292-0040-R,Acquisition/Demolition,Manufactured Home,Not Applicable,1870,1999,2000-09-05T04:00:00.000Z,2007-01-26T05:00:00.000Z,2007-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688b0f
1292,4,37,North Carolina,147,Pitt,GEENVILLE,27834,DR-1292-0040-R,Acquisition/Demolition,Manufactured Home,Not Applicable,2010,1999,2000-09-05T04:00:00.000Z,2007-01-26T05:00:00.000Z,2007-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688b51
1292,4,37,North Carolina,107,Lenoir,KINSTON,28502,DR-1292-0050-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,16344,1999,2000-09-05T04:00:00.000Z,2005-07-26T04:00:00.000Z,2005-08-12T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339febc61c8f0884687ed8
1292,4,37,North Carolina,65,Edgecombe,ROCKY MOUNT,27801,DR-1292-0022-R,Acquisition/Demolition,Single Family,Not Applicable,40041,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,100%,No,No,61339febc61c8f0884687ee2
1292,4,37,North Carolina,61,Duplin,WALLACE,28466,DR-1292-0049-R,Acquisition/Demolition,Single Family,Not Applicable,71408,1999,2000-09-05T04:00:00.000Z,2004-06-23T04:00:00.000Z,2003-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688af1
1292,4,37,North Carolina,127,Nash,ROCKY MOUNT,27803,DR-1292-0022-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,39096,1999,2000-06-29T04:00:00.000Z,2007-03-20T04:00:00.000Z,2007-03-21T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884687ef8
1292,4,37,North Carolina,147,Pitt,GREENVILLE,27834,DR-1292-0040-R,Acquisition/Demolition,Manufactured Home,Not Applicable,1590,1999,2000-09-05T04:00:00.000Z,2007-01-26T05:00:00.000Z,2007-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846889e2
1292,4,37,North Carolina,107,Lenoir,KINSTON,28501,DR-1292-0053-R,Acquisition/Demolition,Single Family,Not Applicable,11500,1999,2001-06-28T04:00:00.000Z,2004-12-16T05:00:00.000Z,2004-12-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339febc61c8f08846889c6
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0028-R,Acquisition/Demolition,Single Family,Rental,74600,1999,2000-08-09T04:00:00.000Z,2005-11-22T05:00:00.000Z,2006-06-05T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339febc61c8f0884688679
1292,4,37,North Carolina,147,Pitt,GREENVILLE,27834,DR-1292-0040-R,Acquisition/Demolition,Manufactured Home,Not Applicable,2580,1999,2000-09-05T04:00:00.000Z,2007-01-26T05:00:00.000Z,2007-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846889ec
1292,4,37,North Carolina,147,Pitt,GREENVILLE,27834,DR-1292-0040-R,Acquisition/Demolition,Manufactured Home,Owner Occupied - Principal Residence,17000,1999,2000-09-05T04:00:00.000Z,2007-01-26T05:00:00.000Z,2007-01-29T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688c2b
1292,4,37,North Carolina,107,Lenoir,KINSTON,28501,DR-1292-0058-R,Acquisition/Demolition,Vacant Land,Not Applicable,837,1999,2001-08-08T04:00:00.000Z,2007-09-28T04:00:00.000Z,2005-04-22T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688c56
1292,4,37,North Carolina,107,Lenoir,KINSTON,28501,DR-1292-0053-R,Acquisition/Demolition,Single Family,Not Applicable,15088,1999,2001-06-28T04:00:00.000Z,2004-12-16T05:00:00.000Z,2004-12-17T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688a88
1292,4,37,North Carolina,191,Wayne,GOLDSBORO,27530,DR-1292-0027-R,Acquisition/Demolition,Multi-Family Dwelling - 5 or More Units,Not Applicable,152500,1999,2000-08-09T04:00:00.000Z,2004-06-24T04:00:00.000Z,2004-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688a99
1292,4,37,North Carolina,191,Wayne,GOLDSBORO,27530,DR-1292-0027-R,Acquisition/Demolition,Multi-Family Dwelling - 5 or More Units,Not Applicable,132000,1999,2000-08-09T04:00:00.000Z,2004-06-24T04:00:00.000Z,2004-08-04T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688a9c
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0003-R,Acquisition/Demolition,Single Family,Rental,23000,1999,2000-01-27T05:00:00.000Z,2004-06-23T04:00:00.000Z,2004-11-15T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f0884688dfd
1292,4,37,North Carolina,183,Wake,WILSON,27893,DR-1292-0003-R,Acquisition/Demolition,2-4 Family,Not Applicable,88598,1999,2000-01-27T05:00:00.000Z,2004-06-23T04:00:00.000Z,2004-11-15T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f088468902e
1292,4,37,North Carolina,195,Wilson,WILSON,27893,DR-1292-0003-R,Acquisition/Demolition,Single Family,Not Applicable,47500,1999,2000-01-27T05:00:00.000Z,2004-06-23T04:00:00.000Z,2004-11-15T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339febc61c8f08846890fb
1293,3,51,Virginia,131,Northampton,OYSTER,23419,DR-1293-0016-R,Elevation,Single Family,Owner Occupied - Principal Residence,35000,1999,2005-03-04T05:00:00.000Z,2005-03-04T05:00:00.000Z,2005-06-24T04:00:00.000Z,Closed,HMGP,,202.1: Elevation of Private Structures - Riverine,1,,0 - 49%,No,No,61339fdbc61c8f088467a6fc
1293,3,51,Virginia,620,Franklin (city),FRANKLIN,23851,DR-1293-0001-R,Acquisition/Demolition,Single Family,Rental,21500,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdcc61c8f088467aaf3
1293,3,51,Virginia,620,Franklin (city),FRANKLIN CITY,23851,DR-1293-0001-R,Acquisition/Demolition,Single Family,Rental,17000,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467c786
1293,3,51,Virginia,620,Franklin (city),FRANKLIN,23851,DR-1293-0001-R,Acquisition/Demolition,Single Family,Rental,9800,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fddc61c8f088467c89b
1293,3,51,Virginia,620,Franklin (city),FRANLIN CITY,23851,DR-1293-0001-R,Acquisition/Demolition,Single Family,Rental,9800,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fdec61c8f088467e86c
1293,3,51,Virginia,131,Northampton,JAMESVILLE,23398,DR-1293-0016-R,Elevation,Single Family,Owner Occupied - Principal Residence,35000,1999,2005-03-04T05:00:00.000Z,2005-03-04T05:00:00.000Z,2005-06-24T04:00:00.000Z,Closed,HMGP,,202.1: Elevation of Private Structures - Riverine,2,,0 - 49%,No,No,61339fdec61c8f088467e4f2
1293,3,51,Virginia,620,Franklin (city),FRANKLIN CITY,23829,DR-1293-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,17000,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f08846804e9
1293,3,51,Virginia,620,Franklin (city),FRANKLIN,23857,DR-1293-0001-R,Acquisition/Demolition,Single Family,Rental,10000,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe0c61c8f088468067d
1293,3,51,Virginia,155,Pulaski,PULASKI,24301,DR-1293-0032-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,15000,1999,2001-12-18T05:00:00.000Z,2005-03-04T05:00:00.000Z,2005-06-28T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe0c61c8f088468098d
1293,3,51,Virginia,620,Franklin (city),FRANKLIN CITY,23829,DR-1293-0001-R,Acquisition of Vacant Land,Vacant Land,Other (Specify in Comments),2400,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f088468448a
1293,3,51,Virginia,1,Accomack,ACCOMACK,23440,DR-1293-0017-R,Elevation,Single Family,Owner Occupied - Principal Residence,21153,1999,2005-03-04T05:00:00.000Z,2005-03-04T05:00:00.000Z,2005-06-24T04:00:00.000Z,Closed,HMGP,,202.1: Elevation of Private Structures - Riverine,1,,50 - 99%,No,No,61339fe5c61c8f0884684181
1293,3,51,Virginia,620,Franklin (city),"FRANKLIN, CITY OF",23857,DR-1293-0001-R,Acquisition/Demolition,Single Family,Owner Occupied - Secondary Residence,9800,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe5c61c8f0884684456
1293,3,51,Virginia,775,Salem (city),SALEM,24153,DR-1293-0022-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,78286,1999,2001-07-06T04:00:00.000Z,2005-01-10T05:00:00.000Z,2003-06-27T04:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,1,,0 - 49%,No,No,61339fe7c61c8f0884685a70
1293,3,51,Virginia,620,Franklin (city),FRANKLIN CITY,23851,DR-1293-0001-R,Acquisition/Demolition,Single Family,Rental,9800,1999,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,2005-03-02T05:00:00.000Z,Closed,HMGP,,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2,,50 - 99%,No,No,61339fe7c61c8f0884686392
1293,3,51,Virginia,93,Isle of Wight,CARRSVILLE,23315,DR-1293-0004-R,Acquisition/Demolition,Single Family,Owner Occupied - Principal Residence,82520,1999,2005-05-05T04:00:00.000Z,2005-05-05T04:00:00.000Z,2005-05-05T04:00:00.000Z,Closed,HMGP,,"200.1: Acquisition of Private Real Property (Structures and Land) - Riverine; 
202.1: Elevation of Private Structures - Riverine",1,,50 - 99%,No,No,61339fe9c61c8f0884686c96
1293,3,51,Virginia,1,Accomack,TANGIER ,23440,DR-1293-0017-R,Elevation,Single Family,Owner Occupied - Principal Residence,21153,1999,2005-03-04T05:00:00.000Z,2005-03-04T05:00:00.000Z,2005-06-24T04:00:00.000Z,Closed,HMGP,,202.1: Elevation of Private Structures - Riverine,2,,50 - 99%,No,No,61339feac61c8f0884687abb
1293,3,51,Virginia,1,Accomack,TANGIER,23440,DR-1293-0017-R,Elevation,Single Family,Owner Occupied - Principal Residence,21153,1999,2005-03-04T05:00:00.000Z,2005-03-04T05:00:00.000Z,2005-06-24T04:00:00.000Z,Closed,HMGP,,202.1: Elevation of Private Structures - Riverine,2,,50 - 99%,No,No,61339febc61c8f0884687b33
